-4.307701770811649844e+00,-1.878763014087978300e+00,-9.633629810116822734e-02,-1.788553974300844729e+00,1.707233823444288978e+00,5.411215386454438780e-01,1.673115038528270038e-01,5.378142014038087559e-01,3.245461088075267120e-01,-2.569245613089780611e-01
2.370194500189965137e+00,2.003231179942357887e+00,-2.412576045925361345e+00,3.639576386528337593e-01,-4.686967171819796940e-01,-1.388075627927102540e-01,5.823700172349731696e-01,-6.418683557753381841e-01,-5.759153583689524680e-01,-9.326957315453219405e-03
-1.928674433537903354e+00,-2.299502032080967540e-01,6.998427551424702964e-01,4.694170031476060934e-01,1.078275554447900797e+00,2.370341657827860882e+00,2.726983437992882009e-01,-6.428388750401455021e-02,-1.654180854381129273e-02,4.692059968262181358e-02
3.373326226537609607e+00,-1.657578341504759578e+00,-1.951035229447963593e+00,2.376400355009455012e+00,1.024938421616482520e+00,-9.024546643340567442e-01,-2.312396672427217970e-01,-3.068663662401811820e-02,-5.012989444289331353e-02,-2.871598546806290453e-01
4.897018316407245386e+00,-3.028985256877470444e+00,2.573166880581069016e+00,-1.515377767480489794e-02,1.867343661562657908e-01,9.314973179761301125e-01,-1.394938638170304390e+00,2.967764970525160750e-01,-5.104429804452551567e-01,-1.357816318527155008e+00
-3.205161625671575920e-01,-8.751226046310502937e-01,-2.597891401377069087e+00,6.561262844110530290e-01,9.217768208672817432e-01,5.077454060841937733e-02,7.093999372213725119e-01,3.264496214313265532e-01,-8.125032765463070794e-02,4.044753015303293453e-01
-3.461956426681980226e+00,-2.049320332095086350e+00,2.606544850342676911e-01,-1.699278324205420132e+00,6.909952301595309043e-01,-9.274544086978592228e-01,4.762841364816786660e-01,2.826744876206497281e-01,2.788339639204255940e-02,6.964317374668911598e-02
-6.127434993266825947e-01,-2.013885379148730781e+00,-1.465162619628137541e+00,1.009229929241006740e+00,4.533049850552868798e-01,-8.245996720965285132e-01,-1.003143621007546726e-01,9.480003151610170986e-02,-4.575937741874275266e-01,-2.419918455784006439e-02
-3.602777623317405808e+00,-1.231895500040964819e+00,1.429488847027972964e+00,-1.463193684177161114e+00,-5.315104131215994121e-01,6.914755864279074071e-01,-3.717122235403705344e-01,3.170537013215088407e-01,-6.000017723605971520e-02,-8.564495304180003155e-01
-4.499036633506229066e+00,1.503436722745679965e+00,7.668352098266328909e-02,-1.554362269418748665e-01,-9.330880495370664773e-01,6.091518531101620670e-01,1.405846267176358855e-01,8.077594101833206475e-01,-4.475278202165714481e-01,-1.722949135184702052e-01
-1.885466387108297281e+00,-9.161745646396418641e-01,-1.264366793074805095e-01,2.052424879634840993e-01,-5.959289382985091255e-01,-3.474790123753051518e-01,-4.588579622191490959e-01,-4.767738489933305845e-01,1.098301533338080505e-01,-5.379710155912056369e-01
-3.961211713666731971e+00,-1.233363558827439643e+00,-3.057963831677629196e-01,2.742304714319951042e+00,1.022349697170146010e+00,1.102815546022360982e+00,6.526951835894342357e-01,2.766623784271290964e-01,-1.247543753487779572e+00,7.016826825610490426e-01
1.325077457983821105e+01,9.294070372630571786e-01,2.843772168412406209e-01,-1.274135867648890974e+00,-6.347116836734876255e-01,1.127598402014997836e+00,2.529455080668480127e-01,-8.384117758666810305e-01,-1.224481779226030548e-01,-1.109889213508820083e+00
